date,open,high,low,close,volume
2025-01-01 09:59:00,23595.6,23597.85,23588.05,23592.05,0
2025-01-01 10:00:00,23591.7,23606.65,23579.8,23606.35,0
2025-01-01 10:01:00,23605.0,23605.5,23598.6,23601.9,0
2025-01-01 10:02:00,23601.7,23602.1,23591.25,23598.8,0
2025-01-01 10:03:00,23598.0,23598.0,23585.8,23587.25,0
2025-01-01 10:04:00,23586.9,23586.9,23576.75,23578.8,0
2025-01-01 10:05:00,23578.4,23584.5,23576.55,23584.15,0
2025-01-01 10:06:00,23583.5,23596.35,23582.25,23591.45,0
2025-01-01 10:07:00,23590.1,23596.35,23586.7,23591.35,0
2025-01-01 10:08:00,23593.95,23597.3,23590.65,23595.65,0
2025-01-01 10:09:00,23594.5,23604.3,23593.35,23597.2,0
2025-01-01 10:10:00,23597.2,23603.25,23595.85,23603.25,0
2025-01-01 10:11:00,23602.65,23618.2,23599.05,23617.9,0
2025-01-01 10:12:00,23617.35,23648.25,23613.95,23635.55,0
2025-01-01 10:13:00,23636.9,23648.2,23636.3,23636.8,0
2025-01-01 10:14:00,23637.9,23638.3,23624.55,23629.6,0
2025-01-01 10:15:00,23629.95,23629.95,23618.1,23618.4,0
2025-01-01 10:16:00,23619.6,23630.35,23616.75,23630.35,0
2025-01-01 10:17:00,23633.3,23633.9,23620.25,23620.75,0
2025-01-01 10:18:00,23622.35,23630.95,23618.35,23630.4,0
2025-01-01 10:19:00,23630.35,23637.4,23624.4,23631.15,0
2025-01-01 10:20:00,23630.25,23631.45,23621.75,23628.2,0
2025-01-01 10:21:00,23628.2,23640.05,23627.4,23635.8,0
2025-01-01 10:22:00,23633.2,23637.0,23626.4,23628.4,0
2025-01-01 10:23:00,23628.1,23632.6,23616.3,23626.9,0
2025-01-01 10:24:00,23626.35,23631.45,23622.15,23630.9,0
2025-01-01 10:25:00,23631.5,23642.95,23630.05,23640.55,0
2025-01-01 10:26:00,23640.65,23642.55,23633.75,23635.0,0
2025-01-01 10:27:00,23634.1,23643.85,23632.45,23641.1,0
2025-01-01 10:28:00,23640.85,23643.5,23635.7,23643.5,0
2025-01-01 10:29:00,23644.0,23655.15,23641.45,23653.25,0
2025-01-01 10:30:00,23651.75,23655.4,23648.55,23655.0,0
2025-01-01 10:31:00,23655.4,23659.35,23651.65,23656.45,0
2025-01-01 10:32:00,23656.15,23656.15,23645.35,23647.7,0
2025-01-01 10:33:00,23647.4,23651.05,23645.6,23648.95,0
2025-01-01 10:34:00,23648.7,23648.7,23644.4,23648.0,0
2025-01-01 10:35:00,23647.8,23652.4,23646.5,23646.7,0
2025-01-01 10:36:00,23646.5,23646.85,23638.75,23640.55,0
2025-01-01 10:37:00,23640.35,23648.95,23639.55,23647.35,0
2025-01-01 10:38:00,23647.85,23651.05,23645.6,23651.05,0
2025-01-01 10:39:00,23650.75,23676.55,23650.45,23662.65,0
2025-01-01 10:40:00,23663.45,23669.8,23660.7,23663.4,0
2025-01-01 10:41:00,23662.6,23662.85,23657.8,23662.4,0
2025-01-01 10:42:00,23662.25,23663.05,23653.55,23655.6,0
2025-01-01 10:43:00,23654.8,23660.85,23654.8,23656.35,0
2025-01-01 10:44:00,23656.15,23658.6,23652.65,23656.6,0
2025-01-01 10:45:00,23655.55,23660.5,23655.0,23658.1,0
2025-01-01 10:46:00,23658.3,23662.55,23657.65,23661.0,0
2025-01-01 10:47:00,23660.85,23674.9,23659.8,23673.7,0
2025-01-01 10:48:00,23672.55,23691.7,23670.65,23688.9,0
2025-01-01 10:49:00,23689.35,23712.7,23685.75,23710.85,0
2025-01-01 10:50:00,23712.85,23740.3,23711.9,23739.1,0
2025-01-01 10:51:00,23738.35,23747.25,23732.5,23736.9,0
2025-01-01 10:52:00,23734.8,23741.0,23732.55,23733.5,0
2025-01-01 10:53:00,23733.7,23743.35,23729.2,23739.35,0
2025-01-01 10:54:00,23739.05,23742.15,23736.2,23737.5,0
2025-01-01 10:55:00,23736.95,23744.7,23733.4,23736.15,0
2025-01-01 10:56:00,23735.7,23746.2,23733.75,23744.05,0
2025-01-01 10:57:00,23744.05,23749.9,23744.0,23744.4,0
2025-01-01 10:58:00,23744.35,23747.55,23741.65,23746.6,0
2025-01-01 10:59:00,23746.8,23749.35,23738.65,23739.4,0
2025-01-01 11:00:00,23739.25,23751.05,23738.9,23745.2,0
2025-01-01 11:01:00,23744.9,23750.5,23744.25,23750.25,0
2025-01-01 11:02:00,23750.65,23751.95,23738.95,23741.6,0
2025-01-01 11:03:00,23741.75,23747.9,23740.35,23744.45,0
2025-01-01 11:04:00,23743.85,23745.55,23738.7,23741.55,0
2025-01-01 11:05:00,23741.05,23746.15,23730.75,23745.05,0
2025-01-01 11:06:00,23746.2,23755.75,23745.3,23751.65,0
2025-01-01 11:07:00,23751.3,23757.55,23748.8,23755.15,0
2025-01-01 11:08:00,23755.4,23761.5,23752.1,23759.45,0
2025-01-01 11:09:00,23759.0,23759.0,23748.3,23755.35,0
2025-01-01 11:10:00,23755.35,23758.35,23746.0,23747.7,0
2025-01-01 11:11:00,23745.15,23753.1,23741.35,23743.2,0
2025-01-01 11:12:00,23742.95,23752.9,23741.85,23751.3,0
2025-01-01 11:13:00,23751.55,23754.65,23743.8,23754.65,0
2025-01-01 11:14:00,23754.6,23757.65,23750.4,23754.05,0
2025-01-01 11:15:00,23754.25,23758.35,23748.8,23753.9,0
2025-01-01 11:16:00,23754.25,23756.75,23743.4,23752.45,0
2025-01-01 11:17:00,23752.6,23778.85,23752.35,23778.25,0
2025-01-01 11:18:00,23778.4,23778.4,23767.45,23771.65,0
2025-01-01 11:19:00,23772.7,23772.7,23765.3,23769.8,0
2025-01-01 11:20:00,23770.45,23771.4,23763.4,23769.45,0
2025-01-01 11:21:00,23768.75,23769.5,23757.15,23763.25,0
2025-01-01 11:22:00,23762.85,23765.25,23758.5,23765.0,0
2025-01-01 11:23:00,23764.95,23765.05,23755.1,23761.15,0
2025-01-01 11:24:00,23761.05,23761.85,23753.65,23756.15,0
2025-01-01 11:25:00,23756.2,23757.2,23747.25,23753.5,0
2025-01-01 11:26:00,23753.4,23760.3,23751.05,23756.6,0
2025-01-01 11:27:00,23753.55,23768.0,23753.45,23762.1,0
2025-01-01 11:28:00,23762.15,23762.75,23722.25,23737.8,0
2025-01-01 11:29:00,23737.65,23743.65,23730.95,23742.9,0
2025-01-01 11:30:00,23741.5,23749.1,23735.55,23736.8,0
2025-01-01 11:31:00,23736.9,23742.0,23735.5,23741.05,0
2025-01-01 11:32:00,23740.6,23746.1,23738.6,23745.45,0
2025-01-01 11:33:00,23745.0,23745.15,23734.45,23735.95,0
2025-01-01 11:34:00,23734.95,23735.0,23710.55,23710.55,0
2025-01-01 11:35:00,23710.1,23715.35,23702.65,23707.2,0
2025-01-01 11:36:00,23707.55,23715.45,23705.7,23712.1,0
2025-01-01 11:37:00,23712.35,23713.45,23706.0,23710.3,0
2025-01-01 11:38:00,23709.8,23711.85,23704.7,23708.25,0
2025-01-01 11:39:00,23708.0,23708.0,23693.75,23699.15,0
2025-01-01 11:40:00,23699.65,23704.5,23697.25,23704.35,0
2025-01-01 11:41:00,23704.35,23719.5,23703.15,23716.95,0
2025-01-01 11:42:00,23716.55,23720.7,23714.95,23718.7,0
2025-01-01 11:43:00,23718.55,23723.9,23718.15,23722.85,0
2025-01-01 11:44:00,23722.95,23725.5,23719.1,23724.45,0
2025-01-01 11:45:00,23724.2,23724.2,23718.3,23723.3,0
2025-01-01 11:46:00,23723.7,23735.95,23723.45,23733.15,0
2025-01-01 11:47:00,23733.25,23735.1,23725.0,23725.7,0
2025-01-01 11:48:00,23726.7,23730.9,23718.75,23719.45,0
2025-01-01 11:49:00,23718.65,23718.65,23707.4,23708.45,0
2025-01-01 11:50:00,23709.15,23712.3,23704.2,23711.95,0
2025-01-01 11:51:00,23711.3,23711.75,23705.9,23708.05,0
2025-01-01 11:52:00,23708.8,23709.45,23704.8,23706.35,0
2025-01-01 11:53:00,23706.7,23709.1,23704.25,23704.25,0
2025-01-01 11:54:00,23704.65,23704.65,23688.25,23688.25,0
2025-01-01 11:55:00,23688.0,23690.55,23678.35,23690.55,0
2025-01-01 11:56:00,23690.75,23696.3,23688.95,23693.15,0
2025-01-01 11:57:00,23692.8,23698.35,23692.3,23694.55,0
2025-01-01 11:58:00,23694.85,23694.85,23688.4,23689.45,0
2025-01-01 11:59:00,23689.4,23691.6,23683.35,23691.5,0
2025-01-01 12:00:00,23691.1,23693.7,23688.8,23690.2,0
2025-01-01 12:01:00,23690.35,23699.1,23688.65,23697.3,0
2025-01-01 12:02:00,23697.1,23697.75,23690.5,23693.15,0
2025-01-01 12:03:00,23692.6,23701.95,23692.6,23698.35,0
2025-01-01 12:04:00,23699.45,23707.0,23698.25,23706.45,0
2025-01-01 12:05:00,23706.6,23707.8,23703.7,23704.5,0
2025-01-01 12:06:00,23703.45,23708.0,23702.35,23703.4,0
2025-01-01 12:07:00,23703.4,23704.8,23699.3,23701.35,0
2025-01-01 12:08:00,23701.3,23716.15,23700.25,23716.15,0
2025-01-01 12:09:00,23715.3,23717.95,23710.0,23713.85,0
2025-01-01 12:10:00,23714.4,23714.45,23703.5,23704.05,0
2025-01-01 12:11:00,23703.85,23712.95,23702.8,23710.8,0
2025-01-01 12:12:00,23709.7,23715.15,23706.7,23709.9,0
2025-01-01 12:13:00,23709.8,23716.5,23708.25,23715.35,0
2025-01-01 12:14:00,23715.25,23718.95,23713.2,23714.25,0
2025-01-01 12:15:00,23714.05,23727.1,23711.15,23725.65,0
2025-01-01 12:16:00,23730.45,23731.25,23720.55,23731.25,0
2025-01-01 12:17:00,23731.8,23735.55,23723.6,23728.85,0
2025-01-01 12:18:00,23728.05,23732.0,23724.95,23728.7,0
2025-01-01 12:19:00,23728.4,23738.55,23727.5,23738.5,0
2025-01-01 12:20:00,23738.95,23759.15,23736.6,23757.3,0
2025-01-01 12:21:00,23757.65,23768.2,23754.35,23767.45,0
2025-01-01 12:22:00,23767.75,23769.8,23760.3,23764.1,0
2025-01-01 12:23:00,23764.25,23764.65,23757.9,23759.2,0
2025-01-01 12:24:00,23759.25,23759.7,23752.35,23753.45,0
2025-01-01 12:25:00,23753.8,23763.1,23752.35,23759.4,0
2025-01-01 12:26:00,23758.75,23759.05,23751.8,23756.2,0
2025-01-01 12:27:00,23755.75,23756.65,23751.5,23755.6,0
2025-01-01 12:28:00,23755.6,23755.85,23749.35,23751.45,0
2025-01-01 12:29:00,23751.6,23752.0,23744.45,23748.9,0
2025-01-01 12:30:00,23749.2,23756.2,23748.75,23752.95,0
2025-01-01 12:31:00,23753.2,23772.95,23751.8,23768.3,0
2025-01-01 12:32:00,23768.2,23768.2,23763.75,23765.65,0
2025-01-01 12:33:00,23765.3,23766.3,23758.85,23760.5,0
2025-01-01 12:34:00,23760.8,23766.15,23760.1,23762.0,0
2025-01-01 12:35:00,23761.95,23764.65,23760.6,23762.75,0
2025-01-01 12:36:00,23762.5,23763.45,23750.35,23760.5,0
2025-01-01 12:37:00,23760.3,23766.55,23757.25,23765.85,0
2025-01-01 12:38:00,23765.9,23768.2,23763.5,23767.15,0
2025-01-01 12:39:00,23766.4,23770.7,23765.8,23769.9,0
2025-01-01 12:40:00,23768.85,23771.7,23764.35,23765.65,0
2025-01-01 12:41:00,23765.5,23765.5,23756.0,23758.05,0
2025-01-01 12:42:00,23758.15,23762.4,23749.95,23758.5,0
2025-01-01 12:43:00,23759.1,23763.25,23752.8,23762.1,0
2025-01-01 12:44:00,23761.85,23765.8,23754.75,23759.9,0
2025-01-01 12:45:00,23760.4,23767.8,23751.3,23765.45,0
2025-01-01 12:46:00,23765.4,23767.15,23759.4,23765.8,0
2025-01-01 12:47:00,23765.95,23771.25,23761.15,23765.75,0
2025-01-01 12:48:00,23766.4,23768.95,23762.6,23766.1,0
2025-01-01 12:49:00,23766.9,23766.9,23756.8,23760.2,0
2025-01-01 12:50:00,23755.8,23764.35,23753.0,23757.65,0
2025-01-01 12:51:00,23757.7,23766.8,23757.7,23765.75,0
2025-01-01 12:52:00,23763.4,23773.0,23763.4,23765.15,0
2025-01-01 12:53:00,23765.2,23765.2,23753.2,23763.25,0
2025-01-01 12:54:00,23762.5,23762.5,23752.55,23757.2,0
2025-01-01 12:55:00,23757.7,23760.9,23747.15,23748.45,0
2025-01-01 12:56:00,23749.7,23753.9,23741.65,23742.5,0
2025-01-01 12:57:00,23742.7,23746.45,23737.85,23744.85,0
2025-01-01 12:58:00,23744.6,23745.15,23737.0,23737.25,0
2025-01-01 12:59:00,23737.3,23738.15,23732.4,23733.85,0
2025-01-01 13:00:00,23734.15,23736.6,23730.25,23735.55,0
2025-01-01 13:01:00,23735.25,23738.8,23732.75,23737.3,0
2025-01-01 13:02:00,23737.5,23739.05,23729.45,23731.1,0
2025-01-01 13:03:00,23731.45,23737.55,23730.35,23735.9,0
2025-01-01 13:04:00,23735.65,23740.85,23735.65,23740.85,0
2025-01-01 13:05:00,23740.75,23742.45,23734.85,23735.85,0
2025-01-01 13:06:00,23735.95,23739.95,23734.85,23739.5,0
2025-01-01 13:07:00,23739.55,23741.35,23737.3,23741.0,0
2025-01-01 13:08:00,23740.55,23741.15,23736.1,23739.45,0
2025-01-01 13:09:00,23739.7,23740.85,23736.15,23737.0,0
2025-01-01 13:10:00,23737.15,23737.15,23732.2,23733.05,0
2025-01-01 13:11:00,23733.75,23734.4,23718.7,23721.9,0
2025-01-01 13:12:00,23721.65,23727.3,23720.4,23726.1,0
2025-01-01 13:13:00,23725.55,23729.85,23725.15,23729.85,0
2025-01-01 13:14:00,23729.35,23730.35,23726.55,23727.05,0
2025-01-01 13:15:00,23726.95,23737.85,23726.35,23734.55,0
2025-01-01 13:16:00,23733.85,23736.2,23731.55,23734.4,0
2025-01-01 13:17:00,23734.35,23738.05,23733.95,23737.3,0
2025-01-01 13:18:00,23737.35,23738.05,23734.1,23734.1,0
2025-01-01 13:19:00,23734.75,23735.55,23729.2,23730.4,0
2025-01-01 13:20:00,23729.7,23736.65,23728.95,23736.45,0
2025-01-01 13:21:00,23735.95,23739.2,23735.75,23738.25,0
2025-01-01 13:22:00,23737.85,23737.85,23730.8,23732.35,0
2025-01-01 13:23:00,23732.0,23738.35,23732.0,23736.8,0
2025-01-01 13:24:00,23736.55,23741.9,23735.35,23735.65,0
2025-01-01 13:25:00,23735.8,23738.35,23734.8,23735.55,0
2025-01-01 13:26:00,23734.45,23735.3,23731.6,23733.1,0
2025-01-01 13:27:00,23733.35,23741.65,23733.15,23740.35,0
2025-01-01 13:28:00,23740.45,23746.3,23739.3,23746.0,0
2025-01-01 13:29:00,23745.65,23747.35,23741.85,23744.55,0
2025-01-01 13:30:00,23743.8,23748.5,23743.0,23744.9,0
2025-01-01 13:31:00,23744.85,23748.9,23744.7,23746.9,0
2025-01-01 13:32:00,23747.15,23749.55,23745.2,23746.7,0
2025-01-01 13:33:00,23746.9,23746.95,23740.3,23743.2,0
2025-01-01 13:34:00,23742.2,23742.65,23735.75,23738.65,0
2025-01-01 13:35:00,23738.8,23740.2,23730.4,23732.2,0
2025-01-01 13:36:00,23731.85,23732.4,23725.3,23727.15,0
2025-01-01 13:37:00,23727.3,23731.2,23726.25,23728.5,0
2025-01-01 13:38:00,23729.05,23739.7,23726.65,23739.35,0
2025-01-01 13:39:00,23739.3,23744.4,23736.75,23738.95,0
2025-01-01 13:40:00,23738.25,23749.3,23737.8,23749.3,0
2025-01-01 13:41:00,23749.4,23751.65,23746.35,23750.95,0
2025-01-01 13:42:00,23750.4,23752.2,23747.4,23750.6,0
2025-01-01 13:43:00,23749.9,23752.4,23744.4,23747.55,0
2025-01-01 13:44:00,23747.15,23749.8,23745.3,23749.7,0
2025-01-01 13:45:00,23749.6,23755.2,23746.6,23754.3,0
2025-01-01 13:46:00,23754.1,23761.65,23753.2,23761.05,0
2025-01-01 13:47:00,23759.95,23760.75,23751.45,23758.2,0
2025-01-01 13:48:00,23758.55,23759.8,23754.1,23756.95,0
2025-01-01 13:49:00,23756.65,23759.4,23751.7,23755.3,0
2025-01-01 13:50:00,23753.9,23755.7,23746.25,23753.65,0
2025-01-01 13:51:00,23753.35,23757.05,23751.3,23755.35,0
2025-01-01 13:52:00,23755.5,23760.75,23754.55,23759.15,0
2025-01-01 13:53:00,23758.9,23768.95,23756.5,23768.55,0
2025-01-01 13:54:00,23767.95,23767.95,23756.4,23759.9,0
2025-01-01 13:55:00,23760.25,23761.2,23753.6,23761.0,0
2025-01-01 13:56:00,23760.25,23769.55,23758.0,23768.4,0
2025-01-01 13:57:00,23765.4,23769.45,23762.7,23767.55,0
2025-01-01 13:58:00,23767.45,23767.75,23759.4,23763.75,0
2025-01-01 13:59:00,23763.35,23785.95,23760.7,23785.95,0
2025-01-01 14:00:00,23786.25,23804.85,23786.25,23801.4,0
2025-01-01 14:01:00,23801.6,23808.4,23797.8,23807.25,0
2025-01-01 14:02:00,23804.95,23817.15,23804.95,23815.85,0
2025-01-01 14:03:00,23815.1,23822.8,23813.9,23814.55,0
2025-01-01 14:04:00,23814.5,23814.95,23803.1,23812.3,0
2025-01-01 14:05:00,23810.75,23813.85,23807.35,23812.65,0
2025-01-01 14:06:00,23811.3,23816.2,23805.45,23813.9,0
2025-01-01 14:07:00,23811.7,23819.55,23811.3,23813.6,0
2025-01-01 14:08:00,23814.15,23820.9,23812.7,23819.6,0
2025-01-01 14:09:00,23819.25,23820.0,23811.95,23814.25,0
2025-01-01 14:10:00,23815.3,23815.3,23797.8,23800.75,0
2025-01-01 14:11:00,23800.85,23802.9,23792.3,23793.55,0
2025-01-01 14:12:00,23793.5,23795.8,23786.05,23788.75,0
2025-01-01 14:13:00,23788.95,23793.6,23784.3,23786.35,0
2025-01-01 14:14:00,23786.55,23792.95,23783.55,23789.1,0
2025-01-01 14:15:00,23789.65,23791.85,23785.35,23788.65,0
2025-01-01 14:16:00,23787.8,23791.05,23776.15,23779.5,0
2025-01-01 14:17:00,23779.7,23787.85,23776.5,23785.6,0
2025-01-01 14:18:00,23785.4,23786.2,23776.45,23777.95,0
2025-01-01 14:19:00,23777.95,23785.95,23776.15,23782.15,0
2025-01-01 14:20:00,23781.75,23783.55,23778.8,23780.4,0
2025-01-01 14:21:00,23781.0,23782.0,23777.9,23780.8,0
2025-01-01 14:22:00,23777.55,23785.8,23777.55,23781.1,0
2025-01-01 14:23:00,23780.7,23784.05,23777.4,23780.25,0
2025-01-01 14:24:00,23780.1,23788.2,23778.7,23786.5,0
2025-01-01 14:25:00,23786.25,23789.05,23782.65,23783.2,0
2025-01-01 14:26:00,23782.85,23785.35,23775.4,23780.7,0
2025-01-01 14:27:00,23778.2,23778.2,23770.95,23772.9,0
2025-01-01 14:28:00,23774.4,23783.15,23772.85,23779.5,0
2025-01-01 14:29:00,23779.15,23783.15,23774.0,23779.55,0
2025-01-01 14:30:00,23779.9,23788.15,23778.05,23784.05,0
2025-01-01 14:31:00,23783.55,23785.7,23779.35,23784.8,0
2025-01-01 14:32:00,23782.15,23787.3,23780.1,23785.8,0
2025-01-01 14:33:00,23785.2,23785.3,23776.6,23782.2,0
2025-01-01 14:34:00,23782.15,23783.9,23777.9,23783.3,0
2025-01-01 14:35:00,23783.0,23788.6,23778.6,23787.85,0
2025-01-01 14:36:00,23787.65,23797.65,23786.25,23795.45,0
2025-01-01 14:37:00,23791.5,23794.4,23784.75,23788.55,0
2025-01-01 14:38:00,23788.55,23791.65,23785.05,23789.4,0
2025-01-01 14:39:00,23788.95,23792.7,23783.95,23788.6,0
2025-01-01 14:40:00,23788.75,23791.5,23784.1,23789.35,0
2025-01-01 14:41:00,23789.25,23789.7,23783.45,23786.65,0
2025-01-01 14:42:00,23783.6,23788.2,23779.7,23787.8,0
2025-01-01 14:43:00,23788.6,23790.7,23776.6,23780.1,0
2025-01-01 14:44:00,23779.7,23781.45,23764.6,23767.5,0
2025-01-01 14:45:00,23767.1,23768.6,23752.15,23761.9,0
2025-01-01 14:46:00,23761.05,23762.7,23753.75,23758.7,0
2025-01-01 14:47:00,23755.95,23760.15,23753.9,23759.85,0
2025-01-01 14:48:00,23759.35,23762.45,23755.75,23758.6,0
2025-01-01 14:49:00,23758.25,23759.5,23751.45,23758.55,0
2025-01-01 14:50:00,23757.35,23758.0,23753.15,23756.55,0
2025-01-01 14:51:00,23756.45,23759.5,23753.1,23758.4,0
2025-01-01 14:52:00,23755.75,23761.85,23749.55,23755.8,0
2025-01-01 14:53:00,23755.0,23759.45,23753.4,23756.9,0
2025-01-01 14:54:00,23756.3,23757.8,23744.7,23746.8,0
2025-01-01 14:55:00,23746.75,23748.4,23734.75,23739.85,0
2025-01-01 14:56:00,23739.7,23745.35,23738.2,23743.65,0
2025-01-01 14:57:00,23741.35,23745.25,23737.15,23743.6,0
2025-01-01 14:58:00,23744.05,23745.9,23741.65,23742.9,0
2025-01-01 14:59:00,23743.0,23744.55,23739.6,23741.2,0
2025-01-01 15:00:00,23741.55,23748.45,23737.25,23743.6,0
2025-01-01 15:01:00,23743.05,23743.9,23732.45,23732.85,0
2025-01-01 15:02:00,23730.95,23738.65,23729.45,23736.05,0
2025-01-01 15:03:00,23736.35,23741.0,23733.9,23739.4,0
2025-01-01 15:04:00,23740.45,23746.7,23735.05,23739.1,0
2025-01-01 15:05:00,23738.25,23738.8,23728.5,23730.6,0
2025-01-01 15:06:00,23731.35,23731.8,23723.3,23725.65,0
2025-01-01 15:07:00,23725.15,23728.05,23721.45,23723.6,0
2025-01-01 15:08:00,23725.15,23732.55,23724.25,23730.0,0
2025-01-01 15:09:00,23731.0,23734.25,23725.95,23732.65,0
2025-01-01 15:10:00,23734.3,23735.7,23727.9,23732.25,0
2025-01-01 15:11:00,23733.45,23736.15,23729.4,23732.25,0
2025-01-01 15:12:00,23731.2,23745.05,23731.2,23743.8,0
2025-01-01 15:13:00,23745.0,23745.5,23740.2,23742.7,0
2025-01-01 15:14:00,23743.9,23743.9,23734.35,23739.95,0
2025-01-01 15:15:00,23739.75,23742.15,23733.4,23738.6,0
2025-01-01 15:16:00,23739.9,23746.2,23737.0,23746.2,0
2025-01-01 15:17:00,23745.15,23748.75,23743.0,23746.8,0
2025-01-01 15:18:00,23746.05,23746.85,23738.2,23742.65,0
2025-01-01 15:19:00,23744.5,23749.3,23741.8,23744.85,0
2025-01-01 15:20:00,23745.95,23747.25,23739.25,23744.6,0
2025-01-01 15:21:00,23744.85,23749.65,23743.4,23749.35,0
2025-01-01 15:22:00,23748.0,23753.9,23746.85,23753.0,0
2025-01-01 15:23:00,23753.75,23758.95,23753.0,23758.25,0
2025-01-01 15:24:00,23758.4,23760.25,23755.25,23757.75,0
2025-01-01 15:25:00,23758.0,23763.3,23756.6,23758.85,0
2025-01-01 15:26:00,23760.2,23767.4,23755.95,23765.9,0
2025-01-01 15:27:00,23766.5,23769.8,23763.55,23768.65,0
2025-01-01 15:28:00,23767.4,23768.45,23761.15,23762.6,0
2025-01-01 15:29:00,23762.75,23765.35,23754.45,23758.7,0
2025-01-02 09:15:00,23783.0,23808.4,23776.75,23787.6,0
2025-01-02 09:16:00,23785.65,23802.95,23783.15,23796.7,0
2025-01-02 09:17:00,23797.3,23812.15,23791.3,23809.0,0
2025-01-02 09:18:00,23807.95,23809.1,23799.6,23800.95,0
2025-01-02 09:19:00,23801.45,23802.15,23787.6,23788.85,0
2025-01-02 09:20:00,23788.2,23788.2,23754.4,23765.1,0
2025-01-02 09:21:00,23764.8,23773.7,23760.55,23769.9,0
2025-01-02 09:22:00,23770.35,23776.15,23764.2,23776.0,0
2025-01-02 09:23:00,23776.4,23776.55,23765.0,23770.0,0
2025-01-02 09:24:00,23769.25,23780.0,23768.05,23771.7,0
2025-01-02 09:25:00,23771.75,23775.05,23767.4,23772.75,0
2025-01-02 09:26:00,23773.15,23788.75,23772.3,23780.0,0
2025-01-02 09:27:00,23783.65,23786.1,23773.45,23782.7,0
2025-01-02 09:28:00,23782.55,23787.1,23777.75,23781.55,0
2025-01-02 09:29:00,23781.65,23782.85,23764.65,23766.2,0
2025-01-02 09:30:00,23760.3,23765.65,23751.55,23763.7,0
2025-01-02 09:31:00,23763.65,23773.15,23762.4,23769.2,0
2025-01-02 09:32:00,23768.3,23779.35,23768.3,23779.1,0
2025-01-02 09:33:00,23779.25,23785.35,23778.8,23782.55,0
2025-01-02 09:34:00,23783.3,23791.4,23782.85,23784.25,0
2025-01-02 09:35:00,23783.7,23790.35,23783.4,23785.9,0
2025-01-02 09:36:00,23786.6,23787.5,23780.4,23786.05,0
2025-01-02 09:37:00,23786.15,23830.75,23786.15,23818.65,0
2025-01-02 09:38:00,23818.95,23821.4,23813.35,23816.35,0
